﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Start-up spend,Remaining start-up budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
Jeremy Hunt,South West Surrey CC,,,14647.27,,,,99084.11,,,,0,,,,0,,113731.38,,,2051.19,,uncapped,2306.78,uncapped,252.05,4610.02,118341.4,1572
Jeremy Lefroy,Stafford CC,,,22404.22,,,,135260.98,,,,0,,,,0,,157665.2,,,11728.69,,uncapped,4154.29,uncapped,0,15882.98,173548.18,4109
Jeremy Wright,Kenilworth and Southam CC,,,17614.28,,,,104349.11,,,,0,,,,0,,121963.39,,,17702.41,,uncapped,5767.6,uncapped,0,23470.01,145433.4,1560
Jesse Norman,Hereford and South Herefordshire CC,,,16941.27,,,,111572.62,,,,0,,,,0,,128513.89,,,0,,uncapped,269.75,uncapped,0,269.75,128783.64,3991
Jessica Lee,Erewash CC,,,14928.61,,,,111928.78,,,,0,,,,0,,126857.39,,,21380.49,,uncapped,2582.89,uncapped,0,23963.38,150820.77,3993
Jessica Morden,Newport East CC,,,20712.27,,,,102993.71,,,,0,,,,0,,123705.98,,,10370.74,,uncapped,5334.79,uncapped,0,15705.53,139411.51,1548
Jim Cunningham,Coventry South BC,,,9899.98,,,,88324.07,,,,0,,,,0,,98224.05,,,16668.14,,uncapped,1366.25,uncapped,0,18034.39,116258.44,308
Jim Dobbin,Heywood and Middleton CC,,,16328.21,,,,136002.89,,,,0,,,,0,,152331.1,,,37.95,,uncapped,5590.3,uncapped,0,5628.25,157959.35,446
Jim Dowd,Lewisham West and Penge BC,,,23142.23,,,,126077.24,,,,0,,,,0,,149219.47,,,0,,uncapped,233.19,uncapped,0,233.19,149452.66,189
Jim Fitzpatrick,Poplar and Limehouse BC,,,23454,,,,132095.15,,,,0,,,,0,,155549.15,,,0,,uncapped,360,uncapped,0,360,155909.15,197
Jim Hood,Lanark and Hamilton East CC,,,16436.97,,,,102096.25,,,,0,,,,0,,118533.22,,,6350.44,,uncapped,11736.1,uncapped,1280,19366.54,137899.76,582
Jim McGovern,Dundee West BC,,,21938.19,,,,137694.45,,,,0,,,,0,,159632.64,,,20000,,uncapped,18934.35,uncapped,0,38934.35,198566.99,1515
Jim Murphy,East Renfrewshire CC,,,19527.62,,,,133603.23,,,,0,,,,0,,153130.85,,,22584.89,,uncapped,19418.62,uncapped,0,42003.51,195134.36,595
Jim Shannon,Strangford,,,31441.12,,,,157648.94,,,,0,,,,0,,189090.06,,,12286.68,,uncapped,24577.81,uncapped,0,36864.49,225954.55,4131
Jim Sheridan,Paisley and Renfrewshire North CC,,,22199.73,,,,134374.98,,,,0,,,,0,,156574.71,,,20462.22,,uncapped,22098.78,uncapped,0,42561,199135.71,1464
Jo Johnson,Orpington BC,,,15799.04,,,,115797.51,,,,0,,,,0,,131596.55,,,0,,uncapped,1510.13,uncapped,0,1510.13,133106.68,4039
Jo Swinson,East Dunbartonshire CC,,,21410.47,,,,142093.63,,,,0,,,,0,,163504.1,,,11765.29,,uncapped,10085.63,uncapped,470.16,22321.08,185825.18,1513
Joan Ruddock,"Lewisham, Deptford BC",,,23704.75,,,,137835.57,,,,0,,,,0,,161540.32,,,0,,uncapped,1047.7,uncapped,0,1047.7,162588.02,190
Joan Walley,Stoke-on-Trent North BC,,,18422.98,,,,113396.69,,,,0,,,,0,,131819.67,,,5393.37,,uncapped,10919.1,uncapped,0,16312.47,148132.14,286
Joe Benton,Bootle BC,,,21714.56,,,,111729.42,,,,0,,,,0,,133443.98,,,586.57,,uncapped,5567.74,uncapped,540,6694.31,140138.29,479
John Baron,Basildon and Billericay BC,,,22463.71,,,,120900.62,,,,0,,,,0,,143364.33,,,0,,uncapped,1847.9,uncapped,0,1847.9,145212.23,1390
John Bercow,Buckingham CC,,,4772.8,,,,100705.69,,,,0,,,,0,,105478.49,,,0,,uncapped,3493.25,uncapped,0,3493.25,108971.74,17
John Cryer,Leyton and Wanstead BC,,,18967.13,,,,135298.04,,,,0,,,,0,,154265.17,,,0,,uncapped,588.7,uncapped,0,588.7,154853.87,181
John Denham,"Southampton, Itchen BC",,,20600.85,,,,127785.94,,,,0,,,,0,,148386.79,,,21020.69,,uncapped,3013.07,uncapped,0,24033.76,172420.55,61
John Glen,Salisbury CC,,,21982.3,,,,128107.5,,,,0,,,,0,,150089.8,,,17677,,uncapped,5773.71,uncapped,0,23450.71,173540.51,4051
John Hayes,South Holland and The Deepings CC,,,16665.39,,,,120048.65,,,,0,,,,0,,136714.04,,,21872.76,,uncapped,10050.6,uncapped,0,31923.36,168637.4,350
John Healey,Wentworth and Dearne CC,,,25308.87,,,,133033.04,,,,0,,,,0,,158341.91,,,22060.27,,uncapped,15752.75,uncapped,696,38509.02,196850.93,400
John Hemming,"Birmingham, Yardley BC",,,22200,,,,137474.23,,,,0,,,,0,,159674.23,,,0,,uncapped,1530.6,uncapped,0,1530.6,161204.83,1483
John Howell,Henley CC,,,6439.43,,,,107659.57,,,,0,,,,0,,114099,,,19122.54,,uncapped,1392.14,uncapped,0,20514.68,134613.68,1606
John Leech,"Manchester, Withington BC",,,22647.79,,,,131020.36,,,,0,,,,0,,153668.15,,,17939.41,,uncapped,9181.18,uncapped,0,27120.59,180788.74,1543
John Mann,Bassetlaw CC,,,21968.34,,,,110840.78,,,,0,,,,0,,132809.12,,,9000,,uncapped,7947.14,uncapped,0,16947.14,149756.26,1387
John McDonnell,Hayes and Harlington BC,,,17160.1,,,,114830.45,,,,0,,,,0,,131990.55,,,0,,uncapped,980.1,uncapped,0,980.1,132970.65,178
John Penrose,Weston-Super-Mare CC,,,10317.02,,,,94224.21,,,,0,,,,0,,104541.23,,,0,,uncapped,7289.8,uncapped,0,7289.8,111831.03,1584
John Pugh,Southport BC,,,19711.1,,,,112260.61,,,,0,,,,0,,131971.71,,,19375.18,,uncapped,4361.85,uncapped,0,23737.03,155708.74,1454
John Randall,Uxbridge and South Ruislip BC,,,604.2,,,,78071.62,,,,0,,,,0,,78675.82,,,0,,uncapped,0,uncapped,0,0,78675.82,209
John Redwood,Wokingham CC,,,2529.53,,,,57021.36,,,,0,,,,0,,59550.89,,,6256.44,,uncapped,0,uncapped,0,6256.44,65807.33,14
John Robertson,Glasgow North West BC,,,14796.1,,,,93702.21,,,,0,,,,0,,108498.31,,,17838.73,,uncapped,14128.66,uncapped,0,31967.39,140465.7,605
John Spellar,Warley BC,,,13648.05,,,,107041.32,,,,0,,,,0,,120689.37,,,2201.73,,uncapped,3986.25,uncapped,0,6187.98,126877.35,318
John Stanley,Tonbridge and Malling CC,,,3795.17,,,,76319.86,,,,0,,,,0,,80115.03,,,0,,uncapped,0,uncapped,0,0,80115.03,91
John Stevenson,Carlisle CC,,,22129.09,,,,95644.08,,,,0,,,,0,,117773.17,,,14695.6,,uncapped,11995.35,uncapped,162,26852.95,144626.12,3942
John Thurso,"Caithness, Sutherland and Easter Ross CC",,,8165.99,,,,110760.39,,,,0,,,,0,,118926.38,,,18982.1,,uncapped,35887.13,uncapped,0,54869.23,173795.61,1399
John Whittingdale,Maldon CC,,,8309.65,,,,87570.45,,,,0,,,,0,,95880.1,,,15763.18,,uncapped,4170.65,uncapped,0,19933.83,115813.93,39
John Woodcock,Barrow and Furness CC,,,19023.96,,,,130328.6,,,,0,,,,0,,149352.56,,,9171.85,,uncapped,4648.3,uncapped,0,13820.15,163172.71,3917
Jon Cruddas,Dagenham and Rainham BC,,,23662.58,,,,147447.76,,,,0,,,,0,,171110.34,,,0,,uncapped,0,uncapped,0,0,171110.34,1406
Jon Trickett,Hemsworth CC,,,13202.34,,,,118552.58,,,,0,,,,0,,131754.92,,,23400,,uncapped,8063.8,uncapped,0,31463.8,163218.72,410
Jonathan Ashworth,Leicester South BC,,,23075.57,,,,131758.8,,,,862.6,,,,0,,155696.97,,,22805.29,,uncapped,6328.37,uncapped,0,29133.66,184830.63,4244
Jonathan Djanogly,Huntingdon CC,,,12930.79,,,,107244.6,,,,0,,,,0,,120175.39,,,0,,uncapped,3808.4,uncapped,0,3808.4,123983.79,1425
Jonathan Edwards,Carmarthen East and Dinefwr CC,,,15481.56,,,,91049.08,,,,0,,,,0,,106530.64,,,19437.3,,uncapped,4700.88,uncapped,0,24138.18,130668.82,3943
Jonathan Evans,Cardiff North BC,,,17768.36,,,,116170.54,,,,0,,,,0,,133938.9,,,19858.16,,uncapped,0,uncapped,0,19858.16,153797.06,1166
Jonathan Lord,Woking CC,,,9930.2,,,,89851.72,,,,0,,,,0,,99781.92,,,0,,uncapped,1902.15,uncapped,0,1902.15,101684.07,4090
Jonathan Reynolds,Stalybridge and Hyde CC,,,29733.69,,,,133013.97,,,,0,,,,0,,162747.66,,,22045.55,,uncapped,10523.07,uncapped,0,32568.62,195316.28,4119
Julian Brazier,Canterbury CC,,,19165.55,,,,100358.46,,,,0,,,,0,,119524.01,,,14251.78,,uncapped,4276.45,uncapped,860,19388.23,138912.24,77
Julian Huppert,Cambridge BC,,,18896.46,,,,135283.9,,,,0,,,,0,,154180.36,,,14906.66,,uncapped,2913.3,uncapped,0,17819.96,172000.32,3931
Julian Lewis,New Forest East CC,,,13182.16,,,,102015.6,,,,0,,,,0,,115197.76,,,5949.51,,uncapped,3287,uncapped,0,9236.51,124434.27,54
Julian Smith,Skipton and Ripon CC,,,16123.38,,,,131118.55,,,,0,,,,0,,147241.93,,,0,,uncapped,7477.64,uncapped,0,7477.64,154719.57,4118
Julian Sturdy,York Outer CC,,,11389.75,,,,87458.46,,,,0,,,,0,,98848.21,,,21224.28,,uncapped,9552.6,uncapped,0,30776.88,129625.09,4079
Julie Elliott,Sunderland Central BC,,,20790.33,,,,124366.88,,,,0,,,,0,,145157.21,,,15903.66,,uncapped,6076.94,uncapped,0,21980.6,167137.81,4127
Julie Hilling,Bolton West CC,,,22135.48,,,,118406.81,,,,0,,,,0,,140542.29,,,18939.97,,uncapped,8327.8,uncapped,0,27267.77,167810.06,3925
Justin Tomlinson,North Swindon CC,,,10011.32,,,,87920.94,,,,0,,,,0,,97932.26,,,9894.6,,uncapped,1701,uncapped,0,11595.6,109527.86,4105
Justine Greening,Putney BC,,,8359.42,,,,103706.63,,,,0,,,,0,,112066.05,,,0,,uncapped,760,uncapped,0,760,112826.05,1555
Karen Bradley,Staffordshire Moorlands CC,,,15034.19,,,,145706.12,,,,0,,,,0,,160740.31,,,24849.96,,uncapped,12466.01,uncapped,0,37315.97,198056.28,4110
Karen Buck,Westminster North BC,,,25587.27,,,,151530.44,,,,0,,,,0,,177117.71,,,0,,uncapped,1551.85,uncapped,0,1551.85,178669.56,199
Karen Lumley,Redditch CC,,,17303.39,,,,131687.01,,,,0,,,,0,,148990.4,,,17702.12,,uncapped,5339.29,uncapped,183,23224.41,172214.81,4023
Karl McCartney,Lincoln BC,,,7765.78,,,,123441.38,,,,0,,,,0,,131207.16,,,0,,uncapped,11297.3,uncapped,0,11297.3,142504.46,4028
Karl Turner,Kingston upon Hull East BC,,,11696.29,,,,115820.59,,,,0,,,,0,,127516.88,,,13676.24,,uncapped,5124.73,uncapped,282.5,19083.47,146600.35,4030
Kate Green,Stretford and Urmston BC,,,17740.17,,,,121756.99,,,,0,,,,0,,139497.16,,,0,,uncapped,9473.79,uncapped,0,9473.79,148970.95,4120
Kate Hoey,Vauxhall BC,,,5206.99,,,,120625.63,,,,0,,,,0,,125832.62,,,0,,uncapped,452.7,uncapped,0,452.7,126285.32,210
Katy Clark,North Ayrshire and Arran CC,,,29454.52,,,,128807.52,,,,0,,,,0,,158262.04,,,0,,uncapped,15751.97,uncapped,4734.82,20486.79,178748.83,1590
Keith Simpson,Broadland CC,,,10814.61,,,,88909.23,,,,0,,,,0,,99723.84,,,19899.96,,uncapped,5333.5,uncapped,0,25233.46,124957.3,126
Keith Vaz,Leicester East BC,,,17259.32,,,,147162.15,,,,0,,,,0,,164421.47,,,0,,uncapped,8552.95,uncapped,0,8552.95,172974.42,338
Kelvin Hopkins,Luton North BC,,,22641.61,,,,123270.19,,,,0,,,,0,,145911.8,,,0,,uncapped,4215.58,uncapped,0,4215.58,150127.38,2
Ken Clarke,Rushcliffe CC,,,13687.59,,,,89788.44,,,,0,,,,0,,103476.03,,,2747.06,,uncapped,4320,uncapped,0,7067.06,110543.09,366
Kerry McCarthy,Bristol East BC,,,18861.36,,,,136949.33,,,,0,,,,0,,155810.69,,,20535.46,,uncapped,4809.6,uncapped,0,25345.06,181155.75,1491
Kevan Jones,North Durham CC,,,17996.61,,,,112674.93,,,,0,,,,0,,130671.54,,,19715.02,,uncapped,12829.19,uncapped,0,32544.21,163215.75,1438
Kevin Barron,Rother Valley CC,,,7779.2,,,,135249.32,,,,0,,,,0,,143028.52,,,19999.04,,uncapped,5961.36,uncapped,0,25960.4,168988.92,392
Kevin Brennan,Cardiff West BC,,,20374.86,,,,112043.44,,,,0,,,,0,,132418.3,,,19872.08,,uncapped,7352.45,uncapped,0,27224.53,159642.83,1400
Khalid Mahmood,"Birmingham, Perry Barr BC",,,13597.72,,,,124168.16,,,,0,,,,0,,137765.88,,,0,,uncapped,15484.9,uncapped,0,15484.9,153250.78,1392
Kris Hopkins,Keighley CC,,,15191.95,,,,107746.12,,,,0,,,,0,,122938.07,,,19507.71,,uncapped,9213.35,uncapped,0,28721.06,151659.13,4043
Kwasi Kwarteng,Spelthorne BC,,,1283.16,,,,103614.04,,,,0,,,,0,,104897.2,,,0,,uncapped,50,uncapped,0,50,104947.2,4134
Laura Sandys,South Thanet CC,,,24770.8,,,,129916.93,,,,0,,,,0,,154687.73,,,0,,uncapped,4217.45,uncapped,0,4217.45,158905.18,4094
Laurence Robertson,Tewkesbury CC,,,15232.04,,,,117605.04,,,,0,,,,0,,132837.08,,,19622.08,,uncapped,11383.19,uncapped,0,31005.27,163842.35,253
Lee Scott,Ilford North BC,,,10753.41,,,,114475.75,,,,0,,,,0,,125229.16,,,0,,uncapped,0,uncapped,0,0,125229.16,1534
Liam Byrne,"Birmingham, Hodge Hill BC",,,21303.5,,,,135297.45,,,,0,,,,0,,156600.95,,,17716.4,,uncapped,12277.7,uncapped,664.84,30658.94,187259.89,1171
Liam Fox,North Somerset CC,,,9604.2,,,,126516.02,,,,0,,,,0,,136120.22,,,20250,,uncapped,3866.31,uncapped,0,24116.31,160236.53,223
Lilian Greenwood,Nottingham South BC,,,20327.43,,,,116611.09,,,,0,,,,0,,136938.52,,,19080,,uncapped,6088.19,uncapped,0,25168.19,162106.71,4029
Linda Riordan,Halifax BC,,,16994.65,,,,119564.84,,,,0,,,,0,,136559.49,,,20948.28,,uncapped,4560.42,uncapped,1473.33,26982.03,163541.52,1525
Lindsay Hoyle,Chorley CC,,,12845.02,,,,143891,,,,0,,,,0,,156736.02,,,19385.39,,uncapped,14775,uncapped,0,34160.39,190896.41,467
Lindsay Roy,Glenrothes CC,,,16954.43,,,,106623.17,,,,0,,,,0,,123577.6,,,19176.11,,uncapped,17249.89,uncapped,0,36426,160003.6,1608
Lisa Nandy,Wigan CC,,,19529.34,,,,131487.95,,,,0,,,,0,,151017.29,,,19765.64,,uncapped,5779.47,uncapped,0,25545.11,176562.4,4082
Liz Kendall,Leicester West BC,,,19740,,,,131413.22,,,,0,,,,0,,151153.22,,,16328.17,,uncapped,6688.31,uncapped,0,23016.48,174169.7,4026
Lorely Burt,Solihull BC,,,11155.3,,,,123466.93,,,,0,,,,0,,134622.23,,,11850,,uncapped,5002.77,uncapped,0,16852.77,151475,1567
Lorraine Fullbrook,South Ribble CC,,,13783.66,,,,114843.88,,,,0,,,,0,,128627.54,,,18800,,uncapped,6026.3,uncapped,0,24826.3,153453.84,4121
Louise Ellman,"Liverpool, Riverside BC",,,21075.78,,,,131695.1,,,,0,,,,0,,152770.88,,,7228.34,,uncapped,4112.75,uncapped,0,11341.09,164111.97,484
Louise Mensch,Corby CC,,,3990.4,,,,42057.18,,,,0,,,,26206.51,,72254.09,,,6998.83,,uncapped,1924.47,uncapped,0,8923.3,81177.39,3959
Luciana Berger,"Liverpool, Wavertree BC",,,21781.9,,,,136552.75,,,,0,,,,0,,158334.65,,,19915.42,,uncapped,8930.26,uncapped,0,28845.68,187180.33,4036
Lucy Powell,Manchester Central BC,,,2407.66,,,,30274.17,,,,2370.93,,,,0,,35052.76,,,2588.62,,uncapped,3356.3,uncapped,0,5944.92,40997.68,4263
Lyn Brown,West Ham BC,,,25110.47,,,,138006.83,,,,0,,,,0,,163117.3,,,0,,uncapped,0,uncapped,52.98,52.98,163170.28,1583
Lynne Featherstone,Hornsey and Wood Green BC,,,20583.31,,,,145384.85,,,,0,,,,0,,165968.16,,,0,,uncapped,73.5,uncapped,0,73.5,166041.66,1531
Madeleine Moon,Bridgend CC,,,15608.98,,,,118162.74,,,,0,,,,0,,133771.72,,,2127.14,,uncapped,5046,uncapped,0,7173.14,140944.86,1490
Malcolm Bruce,Gordon CC,,,21974.18,,,,133283.52,,,,0,,,,0,,155257.7,,,23057.08,,uncapped,28279.7,uncapped,0,51336.78,206594.48,615
Malcolm Rifkind,Kensington BC,,,9704.24,,,,136400.39,,,,0,,,,0,,146104.63,,,0,,uncapped,0,uncapped,0,0,146104.63,1191
Malcolm Wicks,Croydon North BC,,,18284.13,,,,45421.92,,,,0,,,,91926.71,,155632.76,,,0,,uncapped,188,uncapped,0,188,155820.76,156
Marcus Jones,Nuneaton CC,,,14002.62,,,,95715.61,,,,0,,,,0,,109718.23,,,18968.18,,uncapped,4714.85,uncapped,0,23683.03,133401.26,4024
Margaret Beckett,Derby South BC,,,6183.11,,,,120476.04,,,,0,,,,0,,126659.15,,,7713.26,,uncapped,5740.1,uncapped,0,13453.36,140112.51,328
Margaret Curran,Glasgow East BC,,,19241,,,,118892.96,,,,0,,,,0,,138133.96,,,18601.86,,uncapped,16882.98,uncapped,0,35484.84,173618.8,3982
Margaret Hodge,Barking BC,,,24934.92,,,,140054.09,,,,0,,,,0,,164989.01,,,0,,uncapped,282.93,uncapped,0,282.93,165271.94,140
Margaret Ritchie,South Down,,,23847.37,,,,122418.1,,,,0,,,,0,,146265.47,,,8723.92,,uncapped,25865.25,uncapped,0,34589.17,180854.64,4130
Margot James,Stourbridge BC,,,22583.45,,,,119042.48,,,,0,,,,0,,141625.93,,,0,,uncapped,6468.46,uncapped,0,6468.46,148094.39,4115
Maria Eagle,Garston and Halewood BC,,,16114.63,,,,132224.21,,,,0,,,,0,,148338.84,,,3313.45,,uncapped,8321.6,uncapped,0,11635.05,159973.89,483
Maria Miller,Basingstoke BC,,,7697.23,,,,113524,,,,0,,,,0,,121221.23,,,14659.52,,uncapped,2236.1,uncapped,0,16895.62,138116.85,1480
Mark Durkan,Foyle,,,15402.83,,,,99413.04,,,,0,,,,0,,114815.87,,,12197.25,,uncapped,11799.62,uncapped,0,23996.87,138812.74,1594
Mark Field,Cities of London and Westminster BC,,,13365.6,,,,132272.3,,,,0,,,,0,,145637.9,,,0,,uncapped,1530.6,uncapped,0,1530.6,147168.5,1405
Mark Francois,Rayleigh and Wickford CC,,,1991.75,,,,96883.36,,,,0,,,,0,,98875.11,,,0,,uncapped,0,uncapped,0,0,98875.11,1444
Mark Garnier,Wyre Forest CC,,,16783.14,,,,121234.29,,,,0,,,,0,,138017.43,,,22509.49,,uncapped,7451.25,uncapped,0,29960.74,167978.17,4074
Mark Harper,Forest of Dean CC,,,21051.62,,,,114787.02,,,,0,,,,0,,135838.64,,,5866.97,,uncapped,10027.8,uncapped,0,15894.77,151733.41,1520
Mark Hendrick,Preston BC,,,19451.79,,,,114979.79,,,,0,,,,0,,134431.58,,,2943.19,,uncapped,9405.59,uncapped,0,12348.78,146780.36,473
Mark Hoban,Fareham CC,,,10932.33,,,,69665.66,,,,0,,,,0,,80597.99,,,18765.04,,uncapped,2849.4,uncapped,0,21614.44,102212.43,1414
Mark Hunter,Cheadle BC,,,22192.2,,,,118913.1,,,,0,,,,0,,141105.3,,,20847.84,,uncapped,6864.23,uncapped,0,27712.07,168817.37,1598
Mark Lancaster,Milton Keynes North CC,,,14522.18,,,,122596.27,,,,0,,,,0,,137118.45,,,20465.51,,uncapped,6159,uncapped,0,26624.51,163742.96,1544
Mark Lazarowicz,Edinburgh North and Leith BC,,,18023.85,,,,114523.83,,,,0,,,,0,,132547.68,,,2511.9,,uncapped,10394.44,uncapped,0,12906.34,145454.02,1411
Mark Menzies,Fylde CC,,,16218.6,,,,109699.75,,,,0,,,,0,,125918.35,,,20333.09,,uncapped,7887.76,uncapped,0,28220.85,154139.2,3998
Mark Pawsey,Rugby CC,,,21348.33,,,,102768.28,,,,0,,,,0,,124116.61,,,17922.18,,uncapped,5222.94,uncapped,0,23145.12,147261.73,4052
Mark Prisk,Hertford and Stortford CC,,,10061.99,,,,118048.91,,,,0,,,,0,,128110.9,,,0,,uncapped,946,uncapped,0,946,129056.9,1424
Mark Pritchard,The Wrekin CC,,,16718.55,,,,98864.79,,,,0,,,,0,,115583.34,,,24583.16,,uncapped,10330.79,uncapped,0,34913.95,150497.29,1576
Mark Reckless,Rochester and Strood CC,,,14135.37,,,,125240.35,,,,0,,,,0,,139375.72,,,21607.05,,uncapped,3514.65,uncapped,0,25121.7,164497.42,4049
Mark Simmonds,Boston and Skegness CC,,,18226.61,,,,143336.92,,,,0,,,,0,,161563.53,,,12504.3,,uncapped,6630.62,uncapped,0,19134.92,180698.45,1393
Mark Spencer,Sherwood CC,,,11698.83,,,,104673.95,,,,0,,,,0,,116372.78,,,9236,,uncapped,5699.1,uncapped,0,14935.1,131307.88,4055
Mark Tami,Alyn and Deeside CC,,,21412.99,,,,121697.59,,,,0,,,,0,,143110.58,,,23311.13,,uncapped,8347.5,uncapped,150,31808.63,174919.21,1383
Mark Williams,Ceredigion CC,,,15528.49,,,,132912.21,,,,0,,,,0,,148440.7,,,11393.59,,uncapped,8801.29,uncapped,0,20194.88,168635.58,1498
Marsha Singh,Bradford West BC,,,0,,16090.3,,0,16090.3,,,0,,16223.86,,16223.86,0,16223.86,8850,,0,8850,uncapped,0,uncapped,0,0,16223.86,404
Martin Caton,Gower CC,,,9115.95,,,,95939.88,,,,0,,,,0,,105055.83,,,3838.14,,uncapped,5259,uncapped,0,9097.14,114152.97,566
Martin Horwood,Cheltenham BC,,,21876.7,,,,130650.67,,,,0,,,,0,,152527.37,,,19733.85,,uncapped,4679.91,uncapped,0,24413.76,176941.13,1499
Martin McGuinness,Mid Ulster,,,0,,,,62276.32,,,,0,,,,52596.15,,114872.47,,,0,,uncapped,2618.74,uncapped,0,2618.74,117491.21,651
Martin Vickers,Cleethorpes CC,,,15920,,,,89626.54,,,,0,,,,0,,105546.54,,,15909.22,,uncapped,5484,uncapped,0,21393.22,126939.76,3957
Mary Creagh,Wakefield CC,,,22426.76,,,,109160.88,,,,0,,,,0,,131587.64,,,9436.69,,uncapped,11278.06,uncapped,0,20714.75,152302.39,1579
Mary Glindon,North Tyneside BC,,,16225.97,,,,95536.93,,,,0,,,,0,,111762.9,,,20019.96,,uncapped,9584.6,uncapped,0,29604.56,141367.46,4126
Mary MacLeod,Brentford and Isleworth BC,,,10423.15,,,,130849.36,,,,0,,,,0,,141272.51,,,0,,uncapped,253.3,uncapped,0,253.3,141525.81,3927
Matthew Hancock,West Suffolk CC,,,18844.11,,,,128941.87,,,,0,,,,0,,147785.98,,,15680.19,,uncapped,4543.25,uncapped,0,20223.44,168009.42,4070
Matthew Offord,Hendon BC,,,14376.16,,,,99894.46,,,,0,,,,0,,114270.62,,,0,,uncapped,1557.43,uncapped,0,1557.43,115828.05,4006
Meg Hillier,Hackney South and Shoreditch BC,,,16539.58,,,,139900.38,,,,0,,,,0,,156439.96,,,0,,uncapped,337.2,uncapped,3750.4,4087.6,160527.56,1524
Meg Munn,"Sheffield, Heeley BC",,,17935.18,,,,113612.49,,,,0,,,,0,,131547.67,,,20000,,uncapped,5770.73,uncapped,0,25770.73,157318.4,1448
Mel Stride,Central Devon CC,,,10306.83,,,,117774.54,,,,0,,,,0,,128081.37,,,8827.38,,uncapped,7160.64,uncapped,0,15988.02,144069.39,3935
Menzies Campbell,North East Fife CC,,,10863.72,,,,119442.81,,,,0,,,,0,,130306.53,,,10582.15,,uncapped,15028.63,uncapped,0,25610.78,155917.31,627
Michael Connarty,Linlithgow and East Falkirk CC,,,21265,,,,119983.52,,,,0,,,,0,,141248.52,,,17917.09,,uncapped,17151.12,uncapped,0,35068.21,176316.73,602
Michael Dugher,Barnsley East CC,,,11895.6,,,,149725.63,,,,0,,,,0,,161621.23,,,12295.09,,uncapped,6574.5,uncapped,767,19636.59,181257.82,3916
Michael Ellis,Northampton North BC,,,4663.6,,,,100900.25,,,,0,,,,0,,105563.85,,,19921.1,,uncapped,0,uncapped,0,19921.1,125484.95,4116
Michael Fabricant,Lichfield CC,,,4280.75,,,,89576.76,,,,0,,,,0,,93857.51,,,10949.31,,uncapped,5571.4,uncapped,0,16520.71,110378.22,280
Michael Fallon,Sevenoaks CC,,,8077.74,,,,93516.83,,,,0,,,,0,,101594.57,,,0,,uncapped,0,uncapped,0,0,101594.57,88
Michael Gove,Surrey Heath CC,,,17800.17,,,,128556.98,,,,0,,,,0,,146357.15,,,0,,uncapped,306.95,uncapped,0,306.95,146664.1,1571
Michael McCann,"East Kilbride, Strathaven and Lesmahagow CC",,,20337.42,,,,125201.51,,,,0,,,,0,,145538.93,,,19449.82,,uncapped,19561.75,uncapped,0,39011.57,184550.5,3963
Michael Meacher,Oldham West and Royton BC,,,18277.57,,,,131533.25,,,,0,,,,0,,149810.82,,,8973.82,,uncapped,1337,uncapped,38.82,10349.64,160160.46,454
Michael Moore,"Berwickshire, Roxburgh and Selkirk CC",,,21974.33,,,,119091.45,,,,0,,,,0,,141065.78,,,12421.55,,uncapped,16306.85,uncapped,0,28728.4,169794.18,638
Michelle Gildernew,Fermanagh and South Tyrone,,,13875.44,,,,93414.48,,,,0,,,,0,,107289.92,,,0,,uncapped,2527.1,uncapped,0,2527.1,109817.02,1416
Mike Crockart,Edinburgh West BC,,,21313.22,,,,128206.63,,,,0,,,,0,,149519.85,,,20920.69,,uncapped,18283.69,uncapped,0,39204.38,188724.23,3967
Mike Freer,Finchley and Golders Green BC,,,22802.27,,,,120844.35,,,,0,,,,0,,143646.62,,,0,,uncapped,501.7,uncapped,0,501.7,144148.32,4004
Mike Gapes,Ilford South BC,,,23413.21,,,,118250.4,,,,0,,,,0,,141663.61,,,0,,uncapped,633.1,uncapped,0,633.1,142296.71,184
Mike Hancock,Portsmouth South BC,,,22138.5,,,,123911.04,,,,0,,,,0,,146049.54,,,0,,uncapped,2423.25,uncapped,0,2423.25,148472.79,59
Mike Penning,Hemel Hempstead CC,,,21887.23,,,,91312.29,,,,0,,,,0,,113199.52,,,0,,uncapped,0,uncapped,0,0,113199.52,1528
Mike Thornton,Eastleigh BC,,,0,,,,6742.62,,,,0,,,,0,,6742.62,,,1350,,uncapped,189.68,uncapped,0,1539.68,8282.3,4273
Mike Weatherley,Hove BC,,,17997.6,,,,136249.81,,,,0,,,,0,,154247.41,,,22685.51,,uncapped,1058.2,uncapped,0,23743.71,177991.12,3984
Mike Weir,Angus CC,,,15295.91,,,,97908.91,,,,0,,,,0,,113204.82,,,20041.47,,uncapped,16406.52,uncapped,0,36447.99,149652.81,1384
