﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Start-up spend,Remaining start-up budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
David Heyes,Ashton-under-Lyne BC,,,14246.94,,,,114782.06,,,,0,,,,0,,129029,,,19775.53,,uncapped,4888.35,uncapped,0,24663.88,153692.88,1386
David Jones,Clwyd West CC,,,12139.67,,,,123231.88,,,,0,,,,0,,135371.55,,,19483.04,,uncapped,5133.99,uncapped,0,24617.03,159988.58,1502
David Lammy,Tottenham BC,,,22642.39,,,,141363.37,,,,0,,,,0,,164005.76,,,0,,uncapped,2271.62,uncapped,0,2271.62,166277.38,206
David Laws,Yeovil CC,,,20544.01,,,,126919.8,,,,0,,,,0,,147463.81,,,0,,uncapped,5155.6,uncapped,0,5155.6,152619.41,1473
David Lidington,Aylesbury CC,,,9192.68,,,,106202.09,,,,0,,,,0,,115394.77,,,10273,,uncapped,1225,uncapped,0,11498,126892.77,15
David Miliband,South Shields BC,,,14344.27,,,,142240.13,,,,0,,,,0,,156584.4,,,4321.18,,uncapped,5144.47,uncapped,0,9465.65,166050.05,1452
David Morris,Morecambe and Lunesdale CC,,,31836.36,,,,114220.38,,,,0,,,,0,,146056.74,,,23919.5,,uncapped,26284.14,uncapped,0,50203.64,196260.38,4135
David Mowat,Warrington South BC,,,15852.21,,,,110896.44,,,,0,,,,0,,126748.65,,,300,,uncapped,11620.35,uncapped,0,11920.35,138669,4080
David Mundell,"Dumfriesshire, Clydesdale and Tweeddale CC",,,21808.53,,,,117705.92,,,,0,,,,0,,139514.45,,,19466.98,,uncapped,20048.71,uncapped,0,39515.69,179030.14,1512
David Nuttall,Bury North BC,,,12116.56,,,,62481.86,,,,0,,,,0,,74598.42,,,19698.2,,uncapped,3813.55,uncapped,0,23511.75,98110.17,4140
David Ruffley,Bury St Edmunds CC,,,15271.72,,,,125958.5,,,,0,,,,0,,141230.22,,,9347.26,,uncapped,5107.95,uncapped,0,14455.21,155685.43,133
David Rutley,Macclesfield CC,,,10809.44,,,,114225.51,,,,0,,,,0,,125034.95,,,21100.35,,uncapped,8609.83,uncapped,0,29710.18,154745.13,4033
David Simpson,Upper Bann,,,22120.93,,,,99723.3,,,,0,,,,0,,121844.23,,,19730.96,,uncapped,21142.29,uncapped,0,40873.25,162717.48,1597
David Tredinnick,Bosworth CC,,,15786.73,,,,131186.12,,,,0,,,,0,,146972.85,,,19980.17,,uncapped,3115.3,uncapped,0,23095.47,170068.32,335
David Ward,Bradford East BC,,,22607.08,,,,135284.07,,,,0,,,,0,,157891.15,,,6648.25,,uncapped,10329.7,uncapped,0,16977.95,174869.1,3923
David Willetts,Havant BC,,,25561.42,,,,108979.12,,,,0,,,,0,,134540.54,,,8845.86,,uncapped,1935.35,uncapped,0,10781.21,145321.75,53
David Winnick,Walsall North BC,,,9365.59,,,,56641.94,,,,0,,,,0,,66007.53,,,9027.54,,uncapped,1400.8,uncapped,0,10428.34,76435.87,316
David Wright,Telford BC,,,12178.44,,,,92192.17,,,,0,,,,0,,104370.61,,,16524.41,,uncapped,6662.2,uncapped,0,23186.61,127557.22,1461
Dawn Primarolo,Bristol South BC,,,17393.67,,,,125732.78,,,,0,,,,0,,143126.45,,,20000,,uncapped,3484.9,uncapped,0,23484.9,166611.35,217
Debbie Abrahams,Oldham East and Saddleworth CC,,,21254.36,,,,130064.13,,,,0,,,,0,,151318.49,,,23184.03,,uncapped,7044.66,uncapped,0,30228.69,181547.18,4212
Denis MacShane,Rotherham BC,,,5651.2,,,,49431.74,,,,0,,,,28912.49,,83995.43,,,10546.97,,uncapped,5903.1,uncapped,181.57,16631.64,100627.07,393
Dennis Skinner,Bolsover CC,,,235.49,,,,54741.85,,,,0,,,,0,,54977.34,,,6950.41,,uncapped,5302.75,uncapped,0,12253.16,67230.5,325
Derek Twigg,Halton CC,,,14140.27,,,,77342.81,,,,0,,,,0,,91483.08,,,19555.69,,uncapped,7272.85,uncapped,0,26828.54,118311.62,429
Desmond Swayne,New Forest West CC,,,2425.29,,,,80716.74,,,,0,,,,0,,83142.03,,,3095.3,,uncapped,2267.4,uncapped,0,5362.7,88504.73,55
Diana Johnson,Kingston upon Hull North BC,,,22093.52,,,,130793.22,,,,0,,,,0,,152886.74,,,4701.23,,uncapped,8884.44,uncapped,0,13585.67,166472.41,1533
Diane Abbott,Hackney North and Stoke Newington BC,,,22891.27,,,,139584.7,,,,0,,,,0,,162475.97,,,0,,uncapped,867.85,uncapped,0,867.85,163343.82,172
Dominic Grieve,Beaconsfield CC,,,15829.04,,,,136727.43,,,,0,,,,0,,152556.47,,,0,,uncapped,820.8,uncapped,0,820.8,153377.27,16
Dominic Raab,Esher and Walton BC,,,10971.7,,,,108168.04,,,,0,,,,0,,119139.74,,,0,,uncapped,0,uncapped,0,0,119139.74,4007
Don Foster,Bath BC,,,21677.17,,,,120873.48,,,,0,,,,0,,142550.65,,,19845.12,,uncapped,4790.55,uncapped,0,24635.67,167186.32,214
Douglas Alexander,Paisley and Renfrewshire South CC,,,18491.97,,,,96838.45,,,,0,,,,0,,115330.42,,,0,,uncapped,13208.07,uncapped,0,13208.07,128538.49,632
Douglas Carswell,Clacton CC,,,20094.66,,,,112200.93,,,,0,,,,0,,132295.59,,,13398.28,,uncapped,5078.9,uncapped,0,18477.18,150772.77,1527
Duncan Hames,Chippenham CC,,,16025.24,,,,136491.64,,,,0,,,,0,,152516.88,,,12661.75,,uncapped,2217.15,uncapped,0,14878.9,167395.78,3951
Ed Balls,Morley and Outwood CC,,,21104.26,,,,129069.22,,,,0,,,,0,,150173.48,,,0,,uncapped,9688.12,uncapped,0,9688.12,159861.6,1549
Edward Davey,Kingston and Surbiton BC,,,21329.59,,,,142972.38,,,,0,,,,0,,164301.97,,,0,,uncapped,0,uncapped,0,0,164301.97,188
Edward Garnier,Harborough CC,,,6578.74,,,,116479.54,,,,0,,,,0,,123058.28,,,10864.5,,uncapped,6645.88,uncapped,1007,18517.38,141575.66,337
Edward Leigh,Gainsborough CC,,,10492.06,,,,123246.72,,,,0,,,,0,,133738.78,,,4580.42,,uncapped,7012.94,uncapped,0,11593.36,145332.14,345
Edward Miliband,Doncaster North CC,,,12008.65,,,,114595.64,,,,0,,,,0,,126604.29,,,10715.18,,uncapped,1200.9,uncapped,0,11916.08,138520.37,1510
Edward Timpson,Crewe and Nantwich CC,,,14125.53,,,,119629.42,,,,0,,,,0,,133754.95,,,0,,uncapped,10865.3,uncapped,0,10865.3,144620.25,1605
Edward Vaizey,Wantage CC,,,11506.33,,,,109053.49,,,,0,,,,0,,120559.82,,,6016.16,,uncapped,2624.78,uncapped,0,8640.94,129200.76,1580
Eilidh Whiteford,Banff and Buchan CC,,,16943.7,,,,117111.69,,,,0,,,,0,,134055.39,,,19984.07,,uncapped,16901.83,uncapped,60.68,36946.58,171001.97,3911
Eleanor Laing,Epping Forest CC,,,21457.24,,,,118504.97,,,,0,,,,0,,139962.21,,,0,,uncapped,0,uncapped,0,0,139962.21,36
Elfyn Llwyd,Dwyfor Meirionnydd CC,,,20365.56,,,,112824.88,,,,0,,,,0,,133190.44,,,14610.94,,uncapped,10435.2,uncapped,0,25046.14,158236.58,549
Elizabeth Truss,South West Norfolk CC,,,9026.29,,,,116110.62,,,,0,,,,0,,125136.91,,,7028.71,,uncapped,8636.71,uncapped,0,15665.42,140802.33,4097
Emily Thornberry,Islington South and Finsbury BC,,,28645.9,,,,144634.01,,,,0,,,,0,,173279.91,,,0,,uncapped,0,uncapped,0,0,173279.91,1536
Emma Reynolds,Wolverhampton North East BC,,,22200,,,,132015.58,,,,0,,,,0,,154215.58,,,19967.48,,uncapped,3731,uncapped,0,23698.48,177914.06,4077
Eric Joyce,Falkirk CC,,,21570.22,,,,126048.5,,,,0,,,,0,,147618.72,,,12366.03,,uncapped,36608.93,uncapped,0,48974.96,196593.68,603
Eric Ollerenshaw,Lancaster and Fleetwood CC,,,10588.86,,,,117908.54,,,,0,,,,0,,128497.4,,,0,,uncapped,6283.55,uncapped,0,6283.55,134780.95,4141
Eric Pickles,Brentwood and Ongar CC,,,9202.29,,,,111018.84,,,,0,,,,0,,120221.13,,,0,,uncapped,0,uncapped,0,0,120221.13,33
Esther McVey,Wirral West CC,,,17850.56,,,,128276.94,,,,0,,,,0,,146127.5,,,20000,,uncapped,7714.9,uncapped,0,27714.9,173842.4,4084
Fabian Hamilton,Leeds North East BC,,,22200,,,,129872.61,,,,0,,,,0,,152072.61,,,116.33,,uncapped,6750.14,uncapped,0,6866.47,158939.08,415
Fiona Bruce,Congleton CC,,,18981.93,,,,119757.85,,,,0,,,,0,,138739.78,,,5496.57,,uncapped,7972.82,uncapped,0,13469.39,152209.17,3958
Fiona Mactaggart,Slough BC,,,24666.52,,,,146717.01,,,,0,,,,0,,171383.53,,,0,,uncapped,2458.82,uncapped,0,2458.82,173842.35,12
Fiona O'Donnell,East Lothian CC,,,11885.54,,,,121496.93,,,,0,,,,0,,133382.47,,,19716.47,,uncapped,19018.59,uncapped,0,38735.06,172117.53,3964
Francis Maude,Horsham CC,,,12876.25,,,,98671.2,,,,0,,,,0,,111547.45,,,8707.61,,uncapped,2393.75,uncapped,0,11101.36,122648.81,115
Frank Dobson,Holborn and St Pancras BC,,,3469.22,,,,133541.58,,,,0,,,,0,,137010.8,,,0,,uncapped,44.6,uncapped,0,44.6,137055.4,180
Frank Doran,Aberdeen North BC,,,21431.64,,,,131182.14,,,,0,,,,0,,152613.78,,,14767.38,,uncapped,22982.45,uncapped,0,37749.83,190363.61,570
Frank Field,Birkenhead BC,,,5064.1,,,,123056.72,,,,0,,,,0,,128120.82,,,0,,uncapped,8983.51,uncapped,0,8983.51,137104.33,478
Frank Roy,Motherwell and Wishaw BC,,,19754.36,,,,110462.27,,,,0,,,,0,,130216.63,,,19739.2,,uncapped,16681.07,uncapped,0,36420.27,166636.9,626
Gareth Johnson,Dartford CC,,,23889.27,,,,121302.41,,,,0,,,,0,,145191.68,,,0,,uncapped,8550.75,uncapped,63.9,8614.65,153806.33,3970
Gareth Thomas,Harrow West BC,,,23805.93,,,,137295.95,,,,0,,,,0,,161101.88,,,0,,uncapped,15,uncapped,0,15,161116.88,177
Gary Streeter,South West Devon CC,,,20914.79,,,,136399.64,,,,0,,,,0,,157314.43,,,21394.45,,uncapped,11042.85,uncapped,0,32437.3,189751.73,234
Gavin Barwell,Croydon Central BC,,,24609.31,,,,129980.33,,,,0,,,,0,,154589.64,,,0,,uncapped,204.15,uncapped,0,204.15,154793.79,3955
Gavin Shuker,Luton South BC,,,10823.9,,,,137951.49,,,,0,,,,0,,148775.39,,,2311.16,,uncapped,4880.85,uncapped,0,7192.01,155967.4,4013
Gavin Williamson,South Staffordshire CC,,,21570.01,,,,87770.72,,,,0,,,,0,,109340.73,,,18291.89,,uncapped,6233.93,uncapped,444,24969.82,134310.55,4108
Gemma Doyle,West Dunbartonshire CC,,,24235.85,,,,114290.17,,,,0,,,,0,,138526.02,,,0,,uncapped,18386.02,uncapped,0,18386.02,156912.04,4063
Geoffrey Clifton-Brown,The Cotswolds CC,,,12830.74,,,,118230.46,,,,0,,,,0,,131061.2,,,0,,uncapped,4364.85,uncapped,0,4364.85,135426.05,249
Geoffrey Cox,Torridge and West Devon CC,,,20378.18,,,,116480.39,,,,0,,,,0,,136858.57,,,8293.7,,uncapped,12730.19,uncapped,936.62,21960.51,158819.08,1508
Geoffrey Robinson,Coventry North West BC,,,15166.57,,,,132548.85,,,,0,,,,0,,147715.42,,,0,,uncapped,12099.9,uncapped,0,12099.9,159815.32,307
George Eustice,Camborne and Redruth CC,,,11002.66,,,,113020.65,,,,0,,,,0,,124023.31,,,0,,uncapped,9750.42,uncapped,0,9750.42,133773.73,3934
George Freeman,Mid Norfolk CC,,,19228.84,,,,132366.78,,,,0,,,,0,,151595.62,,,7627.52,,uncapped,5613.32,uncapped,0,13240.84,164836.46,4020
George Galloway,Bradford West BC,,,31436.42,,,,117426,,,,6033.58,,,,0,,154896,,,1289.15,,uncapped,13889.7,uncapped,0,15178.85,170074.85,609
George Hollingbery,Meon Valley CC,,,7012.18,,,,123366.48,,,,0,,,,0,,130378.66,,,0,,uncapped,491.95,uncapped,0,491.95,130870.61,4016
George Howarth,Knowsley BC,,,20173.93,,,,94149.29,,,,0,,,,0,,114323.22,,,9141.25,,uncapped,9473.95,uncapped,258.4,18873.6,133196.82,481
George Mudie,Leeds East BC,,,17562.96,,,,128841.8,,,,0,,,,0,,146404.76,,,0,,uncapped,8421.63,uncapped,0,8421.63,154826.39,414
George Osborne,Tatton CC,,,3917.17,,,,115265.28,,,,0,,,,0,,119182.45,,,0,,uncapped,2315.62,uncapped,0,2315.62,121498.07,1458
George Young,North West Hampshire CC,,,11431.32,,,,79926.55,,,,0,,,,0,,91357.87,,,5900.31,,uncapped,4472.45,uncapped,0,10372.76,101730.63,57
Geraint Davies,Swansea West BC,,,17129.61,,,,114505.37,,,,0,,,,0,,131634.98,,,11400.6,,uncapped,6519.27,uncapped,0,17919.87,149554.85,155
Gerald Howarth,Aldershot BC,,,15188.89,,,,90927.44,,,,0,,,,0,,106116.33,,,5913.67,,uncapped,1904.03,uncapped,2704,10521.7,116638.03,47
Gerald Kaufman,"Manchester, Gorton BC",,,6614.13,,,,112062,,,,0,,,,0,,118676.13,,,4246.85,,uncapped,9346.5,uncapped,0,13593.35,132269.48,451
Gerry Sutcliffe,Bradford South BC,,,20061.49,,,,107867.06,,,,0,,,,0,,127928.55,,,15600,,uncapped,11625.09,uncapped,0,27225.09,155153.64,403
Gisela Stuart,"Birmingham, Edgbaston BC",,,17418.14,,,,105359.27,,,,0,,,,0,,122777.41,,,10949.98,,uncapped,6684.95,uncapped,0,17634.93,140412.34,296
Glenda Jackson,Hampstead and Kilburn BC,,,14570.75,,,,157482.34,,,,0,,,,0,,172053.09,,,0,,uncapped,173,uncapped,4366.61,4539.61,176592.7,175
Gloria De Piero,Ashfield CC,,,13826.09,,,,103588.9,,,,0,,,,0,,117414.99,,,19934.41,,uncapped,3750.32,uncapped,0,23684.73,141099.72,3915
Glyn Davies,Montgomeryshire CC,,,16265.34,,,,108903.31,,,,0,,,,0,,125168.65,,,19870,,uncapped,11266.8,uncapped,0,31136.8,156305.45,4041
Gordon Banks,Ochil and South Perthshire CC,,,21808.93,,,,129145.05,,,,0,,,,0,,150953.98,,,16868.9,,uncapped,21682.21,uncapped,0,38551.11,189505.09,1589
Gordon Birtwistle,Burnley BC,,,23424.32,,,,137067.33,,,,0,,,,0,,160491.65,,,18330.73,,uncapped,12786.48,uncapped,0,31117.21,191608.86,3946
Gordon Brown,Kirkcaldy and Cowdenbeath CC,,,13571.27,,,,116047.69,,,,0,,,,0,,129618.96,,,0,,uncapped,15202.44,uncapped,0,15202.44,144821.4,591
Gordon Henderson,Sittingbourne and Sheppey CC,,,13478.18,,,,113493.63,,,,0,,,,0,,126971.81,,,0,,uncapped,8339.85,uncapped,0,8339.85,135311.66,4050
Gordon Marsden,Blackpool South BC,,,18774.95,,,,126875.92,,,,0,,,,0,,145650.87,,,7569.31,,uncapped,7297.63,uncapped,0,14866.94,160517.81,465
Graeme Morrice,Livingston CC,,,21300.96,,,,124505.63,,,,0,,,,0,,145806.59,,,19761.3,,uncapped,10560.85,uncapped,300,30622.15,176428.74,4012
Graham Allen,Nottingham North BC,,,22769.89,,,,119970.19,,,,0,,,,0,,142740.08,,,9542.93,,uncapped,8971.77,uncapped,0,18514.7,161254.78,364
Graham Brady,Altrincham and Sale West BC,,,12865.01,,,,125493.12,,,,0,,,,0,,138358.13,,,6635.77,,uncapped,5525.95,uncapped,0,12161.72,150519.85,435
Graham Evans,Weaver Vale CC,,,18205.23,,,,109481.83,,,,0,,,,0,,127687.06,,,20893.02,,uncapped,11131.07,uncapped,0,32024.09,159711.15,4081
Graham Jones,Hyndburn BC,,,20902.37,,,,110147.88,,,,0,,,,0,,131050.25,,,22525.92,,uncapped,8088.57,uncapped,0,30614.49,161664.74,3999
Graham Stringer,Blackley and Broughton BC,,,18131.09,,,,115749.62,,,,0,,,,0,,133880.71,,,12380,,uncapped,11200.75,uncapped,0,23580.75,157461.46,449
Graham Stuart,Beverley and Holderness CC,,,16626.04,,,,126951.92,,,,0,,,,0,,143577.96,,,19191.56,,uncapped,9422.26,uncapped,60,28673.82,172251.78,1482
Grahame Morris,Easington CC,,,18303.86,,,,128100.12,,,,0,,,,0,,146403.98,,,19844.72,,uncapped,7236.5,uncapped,0,27081.22,173485.2,3973
Grant Shapps,Welwyn Hatfield CC,,,16641.61,,,,127334.97,,,,0,,,,0,,143976.58,,,0,,uncapped,7949.17,uncapped,0,7949.17,151925.75,1582
Greg Clark,Tunbridge Wells CC,,,18683.73,,,,128030.95,,,,0,,,,0,,146714.68,,,19415.13,,uncapped,1350.85,uncapped,0,20765.98,167480.66,1578
Greg Hands,Chelsea and Fulham BC,,,2728.76,,,,116110.69,,,,0,,,,0,,118839.45,,,0,,uncapped,688.1,uncapped,0,688.1,119527.55,1526
Greg Knight,East Yorkshire CC,,,17750.73,,,,118197.81,,,,0,,,,0,,135948.54,,,18745.5,,uncapped,8902.2,uncapped,0,27647.7,163596.24,1200
Greg Mulholland,Leeds North West BC,,,20275.95,,,,131801.26,,,,0,,,,0,,152077.21,,,18806.87,,uncapped,9831.56,uncapped,0,28638.43,180715.64,1540
Gregg McClymont,"Cumbernauld, Kilsyth and Kirkintilloch East CC",,,23015.41,,,,139493.86,,,,0,,,,0,,162509.27,,,0,,uncapped,18853.59,uncapped,0,18853.59,181362.86,3949
Gregory Barker,Bexhill and Battle CC,,,12987.89,,,,113303.79,,,,0,,,,0,,126291.68,,,27746.32,,uncapped,3850.66,uncapped,0,31596.98,157888.66,1389
Gregory Campbell,East Londonderry,,,5348.7,,,,87874.67,,,,0,,,,0,,93223.37,,,16277.47,,uncapped,22578.38,uncapped,124.48,38980.33,132203.7,1409
Guto Bebb,Aberconwy CC,,,20440.58,,,,113527.67,,,,0,,,,0,,133968.25,,,19644.22,,uncapped,15184.23,uncapped,2254.59,37083.04,171051.29,3910
Guy Opperman,Hexham CC,,,21742.28,,,,125556.81,,,,0,,,,0,,147299.09,,,8250.78,,uncapped,5667.8,uncapped,0,13918.58,161217.67,4142
Harriet Harman,Camberwell and Peckham BC,,,18982.31,,,,144996.78,,,,0,,,,0,,163979.09,,,0,,uncapped,369.38,uncapped,0,369.38,164348.47,150
Harriett Baldwin,West Worcestershire CC,,,21550.53,,,,132836.89,,,,0,,,,0,,154387.42,,,3023.38,,uncapped,8731.99,uncapped,0,11755.37,166142.79,4107
Hazel Blears,Salford and Eccles BC,,,19341.56,,,,130606.59,,,,0,,,,0,,149948.15,,,20320.64,,uncapped,8976.79,uncapped,0,29297.43,179245.58,456
Heather Wheeler,South Derbyshire CC,,,19941.55,,,,116159.77,,,,0,,,,0,,136101.32,,,20459.23,,uncapped,8391.35,uncapped,0,28850.58,164951.9,4053
Heidi Alexander,Lewisham East BC,,,16925.86,,,,123335.87,,,,0,,,,0,,140261.73,,,0,,uncapped,0,uncapped,0,0,140261.73,4038
Helen Goodman,Bishop Auckland CC,,,19462.78,,,,118952.14,,,,0,,,,0,,138414.92,,,4547.34,,uncapped,17629.68,uncapped,0,22177.02,160591.94,1484
Helen Grant,Maidstone and The Weald CC,,,19315.41,,,,116794.82,,,,0,,,,0,,136110.23,,,16888.7,,uncapped,297.4,uncapped,0,17186.1,153296.33,4018
Helen Jones,Warrington North BC,,,22196.91,,,,122614.65,,,,0,,,,0,,144811.56,,,19572.12,,uncapped,7374.81,uncapped,0,26946.93,171758.49,432
Henry Bellingham,North West Norfolk CC,,,19623.35,,,,122866.3,,,,0,,,,0,,142489.65,,,7116.13,,uncapped,4870.3,uncapped,350.16,12336.59,154826.24,1441
Henry Smith,Crawley BC,,,16179.63,,,,106025.42,,,,0,,,,0,,122205.05,,,0,,uncapped,5835.32,uncapped,0,5835.32,128040.37,3960
Hilary Benn,Leeds Central BC,,,22100.53,,,,123030.73,,,,0,,,,0,,145131.26,,,4067.1,,uncapped,8259.75,uncapped,0,12326.85,157458.11,413
Hugh Bayley,York Central BC,,,21248.91,,,,128582.16,,,,0,,,,0,,149831.07,,,6106.28,,uncapped,7658,uncapped,0,13764.28,163595.35,385
Hugh Robertson,Faversham and Mid Kent CC,,,12464.6,,,,76896.56,,,,0,,,,0,,89361.16,,,24292.67,,uncapped,4232.25,uncapped,408,28932.92,118294.08,1415
Hugo Swire,East Devon CC,,,4567.7,,,,123088.31,,,,0,,,,0,,127656.01,,,8775.78,,uncapped,5509.9,uncapped,0,14285.68,141941.69,1408
Huw Irranca-Davies,Ogmore CC,,,18455.05,,,,127968.25,,,,0,,,,0,,146423.3,,,17597.69,,uncapped,7034.14,uncapped,0,24631.83,171055.13,1476
Hywel Francis,Aberavon CC,,,21309.83,,,,108221.73,,,,0,,,,0,,129531.56,,,19412.46,,uncapped,6196.31,uncapped,0,25608.77,155140.33,1382
Hywel Williams,Arfon CC,,,17638.92,,,,120299.14,,,,0,,,,0,,137938.06,,,20016.59,,uncapped,7469.31,uncapped,0,27485.9,165423.96,1397
Iain Duncan Smith,Chingford and Woodford Green BC,,,17523.93,,,,112494.45,,,,0,,,,0,,130018.38,,,0,,uncapped,717.55,uncapped,0,717.55,130735.93,152
Iain McKenzie,Inverclyde CC,,,20895.36,,,,113117.26,,,,0,,,,0,,134012.62,,,23338.98,,uncapped,17604.6,uncapped,0,40943.58,174956.2,4246
Iain Stewart,Milton Keynes South BC,,,13582.55,,,,120771.1,,,,0,,,,0,,134353.65,,,9000,,uncapped,6495.19,uncapped,0,15495.19,149848.84,4015
Iain Wright,Hartlepool BC,,,12287.02,,,,89665.24,,,,0,,,,0,,101952.26,,,8193.91,,uncapped,6618.59,uncapped,0,14812.5,116764.76,1478
Ian Austin,Dudley North BC,,,17342.32,,,,128605.31,,,,0,,,,0,,145947.63,,,20308.63,,uncapped,5043.6,uncapped,0,25352.23,171299.86,1511
Ian Davidson,Glasgow South West BC,,,20957.49,,,,121323.71,,,,0,,,,0,,142281.2,,,20427.55,,uncapped,14511.31,uncapped,0,34938.86,177220.06,611
Ian Lavery,Wansbeck CC,,,20804.74,,,,132796.73,,,,0,,,,0,,153601.47,,,18803.88,,uncapped,14804.34,uncapped,0,33608.22,187209.69,4139
Ian Liddell-Grainger,Bridgwater and West Somerset CC,,,17482.97,,,,132388.38,,,,0,,,,0,,149871.35,,,26236.95,,uncapped,7740.65,uncapped,984.4,34962,184833.35,1396
Ian Lucas,Wrexham CC,,,18356.16,,,,116183.77,,,,0,,,,0,,134539.93,,,18797.84,,uncapped,5508.03,uncapped,0,24305.87,158845.8,1470
Ian Mearns,Gateshead BC,,,22096.44,,,,120306.79,,,,0,,,,0,,142403.23,,,18158.81,,uncapped,10071.6,uncapped,0,28230.41,170633.64,4000
Ian Murray,Edinburgh South BC,,,26950.04,,,,125038.22,,,,0,,,,0,,151988.26,,,19375.29,,uncapped,12112.12,uncapped,0,31487.41,183475.67,3966
Ian Paisley,North Antrim,,,29289.28,,,,133337.76,,,,0,,,,0,,162627.04,,,30601.24,,uncapped,45039.08,uncapped,0,75640.32,238267.36,4129
Ian Swales,Redcar BC,,,13791.51,,,,119752.07,,,,0,,,,0,,133543.58,,,21916.87,,uncapped,6221.95,uncapped,670.21,28809.03,162352.61,4045
Ivan Lewis,Bury South BC,,,21985.67,,,,133491.46,,,,0,,,,0,,155477.13,,,19952.76,,uncapped,8885.7,uncapped,0,28838.46,184315.59,441
Jack Dromey,"Birmingham, Erdington BC",,,22107.33,,,,130099.33,,,,0,,,,0,,152206.66,,,10125.38,,uncapped,6491.7,uncapped,0,16617.08,168823.74,3913
Jack Lopresti,Filton and Bradley Stoke CC,,,20538.68,,,,118488.94,,,,0,,,,0,,139027.62,,,17625.64,,uncapped,4857.09,uncapped,0,22482.73,161510.35,3989
Jack Straw,Blackburn BC,,,28925,,,,132133.17,,,,0,,,,0,,161058.17,,,1927.73,,uncapped,6505.9,uncapped,0,8433.63,169491.8,463
Jackie Doyle-Price,Thurrock BC,,,22349.91,,,,119959.8,,,,0,,,,0,,142309.71,,,0,,uncapped,1636.65,uncapped,0,1636.65,143946.36,4065
Jacob Rees-Mogg,North East Somerset CC,,,1345.4,,,,101890.35,,,,0,,,,0,,103235.75,,,0,,uncapped,0,uncapped,0,0,103235.75,4099
Jake Berry,Rossendale and Darwen BC,,,23155.22,,,,113772.8,,,,0,,,,0,,136928.02,,,20889.06,,uncapped,10325.14,uncapped,0,31214.2,168142.22,4060
James Arbuthnot,North East Hampshire CC,,,19238.07,,,,122363.93,,,,0,,,,0,,141602,,,13230,,uncapped,1540.85,uncapped,0,14770.85,156372.85,56
James Brokenshire,Old Bexley and Sidcup BC,,,6003.94,,,,89033.36,,,,0,,,,0,,95037.3,,,0,,uncapped,0,uncapped,0,0,95037.3,1530
James Clappison,Hertsmere CC,,,6391,,,,84946.83,,,,0,,,,0,,91337.83,,,0,,uncapped,0,uncapped,0,0,91337.83,67
James Duddridge,Rochford and Southend East CC,,,15769.24,,,,122737.22,,,,0,,,,0,,138506.46,,,8020.6,,uncapped,2155.29,uncapped,0,10175.89,148682.35,1559
James Gray,North Wiltshire CC,,,19787.45,,,,132821.47,,,,0,,,,0,,152608.92,,,14587.44,,uncapped,10338.03,uncapped,0,24925.47,177534.39,261
James Morris,Halesowen and Rowley Regis BC,,,21624.98,,,,107182.49,,,,0,,,,0,,128807.47,,,9466.17,,uncapped,5088.45,uncapped,0,14554.62,143362.09,3992
James Paice,South East Cambridgeshire CC,,,9440.19,,,,113360.29,,,,0,,,,0,,122800.48,,,16919.16,,uncapped,4752.05,uncapped,0,21671.21,144471.69,124
James Wharton,Stockton South BC,,,19262.15,,,,118680.72,,,,0,,,,0,,137942.87,,,19998.62,,uncapped,7303.34,uncapped,0,27301.96,165244.83,4123
Jamie Reed,Copeland CC,,,18999.87,,,,138236.47,,,,0,,,,0,,157236.34,,,9047.04,,uncapped,12731.65,uncapped,0,21778.69,179015.03,1503
Jane Ellison,Battersea BC,,,17101.76,,,,129782.09,,,,0,,,,0,,146883.85,,,0,,uncapped,26,uncapped,0,26,146909.85,3918
Jason McCartney,Colne Valley CC,,,13400.75,,,,122467.37,,,,0,,,,0,,135868.12,,,6618.5,,uncapped,4925.85,uncapped,0,11544.35,147412.47,3953
Jeffrey Donaldson,Lagan Valley,,,21891.92,,,,121085.64,,,,0,,,,0,,142977.56,,,7999.79,,uncapped,25974.77,uncapped,0,33974.56,176952.12,650
Jenny Chapman,Darlington BC,,,20701.86,,,,105368.04,,,,0,,,,0,,126069.9,,,14224.64,,uncapped,10327.3,uncapped,4386.41,28938.35,155008.25,3972
Jenny Willott,Cardiff Central BC,,,19076.39,,,,114997.85,,,,0,,,,0,,134074.24,,,25637.28,,uncapped,6909.01,uncapped,1164,33710.29,167784.53,1497
Jeremy Browne,Taunton Deane CC,,,18772.94,,,,117880.68,,,,0,,,,0,,136653.62,,,0,,uncapped,7360.95,uncapped,0,7360.95,144014.57,1575
Jeremy Corbyn,Islington North BC,,,16423.37,,,,122627.27,,,,0,,,,0,,139050.64,,,0,,uncapped,533.8,uncapped,0,533.8,139584.44,185
