﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Start-up spend,Remaining start-up budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
John Healey,Wentworth and Dearne CC,23450,Standard non-London area budget,23377.906,72.094,157732.03,"Standard non-London area budget, plus an uplift of £16,332.03 for staff absence",156513.53,1218.50,0,,0,0,0,,0,0,179891.44,20610,Standard budget for renting a property in the London area,20502.68,107.32,0,14467.3,0,0,34969.98,214861.42,400
John Howell,Henley CC,23450,Standard non-London area budget,5317.722,18132.278,141400,Standard non-London area budget,136319.21,5080.79,0,,0,0,0,,0,0,141636.93,20610,Standard budget for renting a property in the London area,17772.28,2837.72,0,1102.37,0,0,18874.65,160511.58,1606
John Mann,Bassetlaw CC,23450,Standard non-London area budget,23235.02,214.98,141400,Standard non-London area budget,140184.61,1215.39,0,,0,0,0,,0,0,163419.63,20610,Standard budget for renting a property in the London area,10928.91,9681.09,0,8984.19,0,0,19913.1,183332.73,1387
John McDonnell,Hayes and Harlington BC,26100,Standard London area budget,18110.11,7989.89,148500,Standard London area budget,144604.41,3895.59,0,,0,0,0,,0,0,162714.52,0,,0,0,0,0,0,0,0,162714.52,178
John McNally,Falkirk CC,23450,Standard non-London area budget,23097.73,352.27,145911.55,"Standard non-London area budget plus an uplift of £4,511.56 for staff absence",141436.27,4475.28,1934.16,"The full budget amount of £6,000 covers one year from the date of the MP's election. £4,065.84 covered the spend for 2015-16, and the remaining £1,934.16 was available to spend in 2016-17, until 7th May 2016.",0,1934.16,0,,0,0,164534.00,20610,Standard budget for renting a property in the London area,20068.57,541.43,0,18346.58,0,0,38415.15,202949.15,4424
John Nicolson,East Dunbartonshire CC,23450,Standard non-London area budget,21187.018,2262.982,141400,Standard non-London area budget,141112.06,287.94,2805.22,"The full budget amount of £6,000 covers one year from the date of the MP's election. £3,194.78 covered the spend for 2015-16, and the remaining £2,805.22 was available to spend in 2016-17, until 7th May 2016.",0,2805.22,0,,0,0,162299.08,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),4703.22,4146.78,0,20926.67,0,0,25629.89,187928.97,4415
John Penrose,Weston-Super-Mare CC,23450,Standard non-London area budget,16130.06,7319.94,149432.5,"Standard non-London area budget, plus an an uplift of £8,032.50 for staff redundancy",142853.69,6578.81,0,,0,0,0,,0,0,158983.75,0,,0,0,0,6173.85,0,0,6173.85,165157.60,1584
John Pugh,Southport BC,23450,Standard non-London area budget,17139.33,6310.67,141400,Standard non-London area budget,118912.04,22487.96,0,,0,0,0,,0,0,136051.37,20610,Standard budget for renting a property in the London area,19909.28,700.72,0,4096.35,0,0,24005.63,160057.00,1454
John Redwood,Wokingham CC,23450,Standard non-London area budget,3344.972,20105.028,141400,Standard non-London area budget,86265.74,55134.26,0,,0,0,0,,0,0,89610.71,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),5585.3,3264.7,0,934.6,0,0,6519.9,96130.61,14
John Spellar,Warley BC,23450,Standard non-London area budget,16100.116,7349.884,141400,Standard non-London area budget,130183.68,11216.32,0,,0,0,0,,0,0,146283.80,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),1843.21,7006.79,0,4320.22,0,0,6163.43,152447.23,318
John Stevenson,Carlisle CC,23450,Standard non-London area budget,22420.9,1029.1,141400,Standard non-London area budget,126035.27,15364.73,0,,0,0,0,,0,0,148456.17,13600,Hotels,13600,0,0,14198.8,0,0,27798.8,176254.97,3942
John Whittingdale,Maldon CC,23450,Standard non-London area budget,9681.4,13768.6,141400,Standard non-London area budget,105067.18,36332.82,0,,0,0,0,,0,0,114748.58,21014.16,"Standard London area budget, plus an uplift for one dependant for two months",20600.04,414.12,0,4343.75,0,0,24943.79,139692.37,39
John Woodcock,Barrow and Furness CC,23450,Standard non-London area budget,22640.86,809.14,142426.4,"Standard non-London area budget, plus an an uplift of £1,026.40 for staff absence",138912.49,3513.91,0,,0,0,0,,0,0,161553.35,23035,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",14599.82,8435.18,0,15337.2,0,0,29937.02,191490.37,3917
Johnny Mercer,"Plymouth, Moor View BC",23450,Standard non-London area budget,21529.006,1920.994,141400,Standard non-London area budget,141186.81,213.19,5.58,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,994.42 covered the spend for 2015-16, and the remaining £5.58 was available to spend in 2016-17, until 7th May 2016.",0,5.58,0,,0,0,162715.82,15346.13,"Standard budget for Accommodation associated expenditure for two months, plus £13,871.13 in hotel costs",13871.13,1475,0,19942.28,0,0,33813.41,196529.23,4485
Jon Cruddas,Dagenham and Rainham BC,26100,Standard London area budget,22265.9,3834.1,148500,Standard London area budget,148126.77,373.23,0,,0,0,0,,0,0,170392.67,0,,0,0,0,241,0,0,241,170633.67,1406
Jon Trickett,Hemsworth CC,23450,Standard non-London area budget,17309.12,6140.88,144163.16,"Standard non-London area budget, plus an an uplift of £2,763.16 for staff absence",121187.46,22975.70,0,,0,0,0,,0,0,138496.58,20610,Standard budget for renting a property in the London area,20610,0,0,5391.3,0,0,26001.3,164497.88,410
Jonathan Ashworth,Leicester South BC,23450,Standard non-London area budget,19676.68,3773.32,141400,Standard non-London area budget,139215.04,2184.96,0,,0,0,0,,0,0,158891.72,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",23790.15,1669.85,0,7410.9,0,0,31201.05,190092.77,4244
Jonathan Djanogly,Huntingdon CC,23450,Standard non-London area budget,23296.99,153.01,141400,Standard non-London area budget,123081.16,18318.84,0,,0,0,0,,0,0,146378.15,0,,0,0,0,5041.67,0,0,5041.67,151419.82,1425
Jonathan Edwards,Carmarthen East and Dinefwr CC,23450,Standard non-London area budget,17762.41,5687.59,147654.66,"Standard non-London area budget, plus an an uplift of £6,254.66 for staff absence",129149.79,18504.87,0,,0,0,0,,0,0,146912.20,13304.45,Hotels,13304.45,0,0,5972.93,0,0,19277.38,166189.58,3943
Jonathan Lord,Woking CC,23450,Standard non-London area budget,21432.02,2017.98,141400,Standard non-London area budget,140420.09,979.91,0,,0,0,0,,0,0,161852.11,0,,0,0,0,976.35,0,0,976.35,162828.46,4090
Jonathan Reynolds,Stalybridge and Hyde CC,23450,Standard non-London area budget,15025.602,8424.398,141400,Standard non-London area budget,128051.92,13348.08,0,,0,0,0,,0,0,143077.52,28289.16,"Standard London area budget, plus an uplift for four dependants for two months and three dependants for ten months",25517.66,2771.5,0,11072.38,0,220,36810.04,179887.56,4119
Judith Cummins,Bradford South BC,23450,Standard non-London area budget,19649.664,3800.336,141400,Standard non-London area budget,128107.17,13292.83,1166.68,"The full budget amount of £6,000 covers one year from the date of the MP's election. £4,833.32 covered the spend for 2015-16, and the remaining £1,166.68 was available to spend in 2016-17, until 7th May 2016.",712.3,454.38,0,,0,0,148469.13,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",23635.31,1824.69,0,9886.14,0,0,33521.45,181990.58,4391
Julian Brazier,Canterbury CC,23450,Standard non-London area budget,6920.908,16529.092,141400,Standard non-London area budget,116013.10,25386.90,0,,0,0,0,,0,0,122934.01,8683,Hotels,8683,0,0,4055.94,0,475,13213.94,136147.95,77
Julian Knight,Solihull BC,23450,Standard non-London area budget,17022.762,6427.238,141400,Standard non-London area budget,128466.96,12933.04,2002.22,"The full budget amount of £6,000 covers one year from the date of the MP's election. £3,997.78 covered the spend for 2015-16, and the remaining £2,002.22 was available to spend in 2016-17, until 7th May 2016.",1456,546.22,0,,0,0,146945.72,16340.05,"Standard London area budget for five months, plus £7,752.55 in hotel costs",14620.55,1719.5,0,5559.5,0,10388.3,30568.35,177514.07,4410
Julian Lewis,New Forest East CC,23450,Standard non-London area budget,10975.31,12474.69,141400,Standard non-London area budget,105526.02,35873.98,0,,0,0,0,,0,0,116501.33,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),8562.48,287.52,0,2649.41,0,0,11211.89,127713.22,54
Julian Smith,Skipton and Ripon CC,23450,Standard non-London area budget,14299.02,9150.98,141400,Standard non-London area budget,134236.11,7163.89,0,,0,0,0,,0,0,148535.13,5162.5,Standard budget for accommodation associated expenditure for seven months,1255.35,3907.15,0,10979.11,0,0,12234.46,160769.59,4118
Julian Sturdy,York Outer CC,23450,Standard non-London area budget,13574.14,9875.86,141400,Standard non-London area budget,120350.87,21049.13,0,,0,0,0,,0,0,133925.01,10650,Hotels,10650,0,0,10480.8,0,0,21130.8,155055.81,4079
Julie Cooper,Burnley BC,24321.28,"Standard non-London area budget, plus an uplift of £871.28 agreed following an application to IPSA",24116.73,204.55,141400,Standard non-London area budget,133483.18,7916.82,0.73,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,999.27 covered the spend for 2015-16, and the remaining £0.73 was available to spend in 2016-17, until 7th May 2016.",0,0.73,0,,0,0,157599.91,20610,Standard budget for renting a property in the London area,20600.76,9.24,0,8006.33,0,0,28607.09,186207.00,4405
Julie Elliott,Sunderland Central BC,24450,"Standard non-London area budget, plus an uplift of £1,000.00 agreed following an application to IPSA",23031.152,1418.848,141400,Standard non-London area budget,134732.35,6667.65,0,,0,0,0,,0,0,157763.50,20610,Standard budget for renting a property in the London area,19558.93,1051.07,0,7808.92,0,0,27367.85,185131.35,4127
Justin Madders,Ellesmere Port and Neston CC,23450,Standard non-London area budget,17327.3,6122.7,141400,Standard non-London area budget,131233.32,10166.68,2964.82,"The full budget amount of £6,000 covers one year from the date of the MP's election. £3,035.18 covered the spend for 2015-16, and the remaining £2,964.82 was available to spend in 2016-17, until 7th May 2016.",132.52,2832.3,0,,0,0,148693.14,27885,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of three dependants",19568.02,8316.98,0,6485.67,0,0,26053.69,174746.83,4418
Justin Tomlinson,North Swindon CC,23450,Standard non-London area budget,17491.57,5958.43,141400,Standard non-London area budget,122784.03,18615.97,0,,0,0,0,,0,0,140275.60,20610,Standard budget for renting a property in the London area,18571.07,2038.93,0,2851,0,195,21617.07,161892.67,4105
Justine Greening,Putney BC,26100,Standard London area budget,19101.288,6998.712,148500,Standard London area budget,136475.92,12024.08,0,,0,0,0,,0,0,155577.21,0,,0,0,0,0,0,0,0,155577.21,1555
Karen Bradley,Staffordshire Moorlands CC,23450,Standard non-London area budget,14591.73,8858.27,141400,Standard non-London area budget,125362.25,16037.75,0,,0,0,0,,0,0,139953.98,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",25460,0,0,9606.27,0,540,35606.27,175560.25,4110
Karen Buck,Westminster North BC,26100,Standard London area budget,25221.01,878.99,164046.3,"Standard London area budget, plus an an uplift of £15,546.30 for staff absence",154758.94,9287.36,0,,0,0,0,,0,0,179979.95,0,,0,0,0,685,0,0,685,180664.95,199
Karen Lumley,Redditch CC,23450,Standard non-London area budget,18835.83614,4614.16386,141400,Standard non-London area budget,104673.03,36726.97,0,,0,0,0,,0,0,123508.87,20610,Standard budget for renting a property in the London area,19961.53,648.47,0,5960.69,0,194.47,26116.69,149625.56,4023
Karin Smyth,Bristol South BC,23450,Standard non-London area budget,15542.11195,7907.88805,141400,Standard non-London area budget,140397.60,1002.40,3978.33,"The full budget amount of £6,000 covers one year from the date of the MP's election. £2,021.67 covered the spend for 2015-16, and the remaining £3,978.33 was available to spend in 2016-17, until 7th May 2016.",2244.95,1733.38,0,,0,0,158184.66,27885,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of three dependants",20657.77,7227.23,0,7475.61,0,0,28133.38,186318.04,4444
Karl McCartney,Lincoln BC,23450,Standard non-London area budget,9539.94,13910.06,141400,Standard non-London area budget,141384.89,15.11,0,,0,0,0,,0,0,150924.83,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",21600,3860,0,13448.2,0,0,35048.2,185973.03,4028
Karl Turner,Kingston upon Hull East BC,23450,Standard non-London area budget,16767.88,6682.12,141400,Standard non-London area budget,110305.38,31094.62,0,,0,0,0,,0,0,127073.26,22832.92,"Standard London area budget, plus an uplift for one dependant for eleven months",18467.76,4365.16,0,9496.25,0,0,27964.01,155037.27,4030
Kate Green,Stretford and Urmston BC,23450,Standard non-London area budget,17027.966,6422.034,141400,Standard non-London area budget,125257.66,16142.34,0,,0,0,0,,0,0,142285.63,0,,0,0,0,8580.14,0,0,8580.14,150865.77,4120
Kate Hoey,Vauxhall BC,26100,Standard London area budget,3812.238,22287.762,149005.44,"Standard London area budget, plus an an uplift of £505.44 for staff redundancy",148975.69,29.75,0,,0,0,0,,0,0,152787.93,0,,0,0,0,231.23,0,0,231.23,153019.16,210
Kate Hollern,Blackburn BC,23450,Standard non-London area budget,20795.546,2654.454,141400,Standard non-London area budget,140348.00,1052.00,4320.37,"The full budget amount of £6,000 covers one year from the date of the MP's election. £1,679.63 covered the spend for 2015-16, and the remaining £4,320.37 was available to spend in 2016-17, until 7th May 2016.",0,4320.37,0,,0,0,161143.55,20610,Standard budget for renting a property in the London area,20610,0,0,10881.04,0,0,31491.04,192634.59,4363
Kate Osamor,Edmonton BC,26100,Standard London area budget,22109.49,3990.51,148500,Standard London area budget,148145.18,354.82,39.16,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,960.84 covered the spend for 2015-16, and the remaining £39.16 was available to spend in 2016-17, until 7th May 2016.",0,39.16,0,,0,0,170254.67,0,,0,0,0,0,0,0,0,170254.67,4515
Keir Starmer,Holborn and St Pancras BC,26100,Standard London area budget,15728.248,10371.752,148500,Standard London area budget,139177.83,9322.17,5927.77,"The full budget amount of £6,000 covers one year from the date of the MP's election. £72.23 covered the spend for 2015-16, and the remaining £5,927.77 was available to spend in 2016-17, until 7th May 2016.",1974.64,3953.13,0,,0,0,156880.72,0,,0,0,0,0,0,0,0,156880.72,4514
Keith Simpson,Broadland CC,23450,Standard non-London area budget,11243.186,12206.814,141400,Standard non-London area budget,91653.55,49746.45,0,,0,0,0,,0,0,102896.74,20610,Standard budget for renting a property in the London area,20593.92,16.08,0,4910.5,0,0,25504.42,128401.16,126
Keith Vaz,Leicester East BC,23450,Standard non-London area budget,23402.83,47.17,149303.5,"Standard non-London area budget, plus an an uplift of £7,903.50 for staff redundancy",149252.68,50.82,0,,0,0,0,,0,0,172655.51,0,,0,0,0,10674.85,0,0,10674.85,183330.36,338
Kelly Tolhurst,Rochester and Strood CC,23450,Standard non-London area budget,10772.64,12677.36,141400,Standard non-London area budget,103615.57,37784.43,4842.81,"The full budget amount of £6,000 covers one year from the date of the MP's election. £1,157.19 covered the spend for 2015-16, and the remaining £4,842.81 was available to spend in 2016-17, until 7th May 2016.",2857.86,1984.95,0,,0,0,117246.07,10200,Hotels,10200,0,0,1725.3,0,0,11925.3,129171.37,4487
Kelvin Hopkins,Luton North BC,23450,Standard non-London area budget,18471.1897,4978.8103,141400,Standard non-London area budget,127768.55,13631.45,0,,0,0,0,,0,0,146239.74,0,,0,0,0,3542.75,0,0,3542.75,149782.49,2
Ken Clarke,Rushcliffe CC,23450,Standard non-London area budget,4806.02,18643.98,141400,Standard non-London area budget,121809.17,19590.83,0,,0,0,0,,0,0,126615.19,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),1864.67,6985.33,0,3513.6,0,0,5378.27,131993.46,366
Kerry McCarthy,Bristol East BC,23450,Standard non-London area budget,19446.7,4003.3,141400,Standard non-London area budget,140187.30,1212.70,0,,0,0,0,,0,0,159634.00,20610,Standard budget for renting a property in the London area,16431.41,4178.59,0,4202.64,0,0,20634.05,180268.05,1491
Kevan Jones,North Durham CC,23450,Standard non-London area budget,20322.33129,3127.66871,141400,Standard non-London area budget,141400.00,0.00,0,,0,0,0,,0,0,161722.33,20610,Standard budget for renting a property in the London area,20572.31,37.69,0,11908.7,0,0,32481.01,194203.34,1438
Kevin Barron,Rother Valley CC,23450,Standard non-London area budget,18909.27,4540.73,149106.47,"Standard non-London area budget, plus an an uplift of £7,706.47 for staff absence",149095.12,11.35,0,,0,0,0,,0,0,168004.39,20610,Standard budget for renting a property in the London area,20610,0,0,5896.1,0,0,26506.1,194510.49,392
Kevin Brennan,Cardiff West BC,23450,Standard non-London area budget,16574.5,6875.5,142528.57,"Standard non-London area budget, plus an uplift of £1,128.57 for staff absence",136178.86,6349.71,0,,0,0,0,,0,0,152753.36,20610,Standard budget for renting a property in the London area,20610,0,0,5578.3,0,0,26188.3,178941.66,1400
Kevin Foster,Torbay BC,23450,Standard non-London area budget,23274.308,175.692,141400,Standard non-London area budget,129750.02,11649.98,1,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,999.00 covered the spend for 2015-16, and the remaining £1.00 was available to spend in 2016-17, until 7th May 2016.",0,1,0,,0,0,153024.33,20610,Standard budget for renting a property in the London area,20421.16,188.84,0,13070.61,0,0,33491.77,186516.10,4451
Kevin Hollinrake,Thirsk and Malton CC,23450,Standard non-London area budget,18369.15,5080.85,141400,Standard non-London area budget,140906.06,493.94,2622.38,"The full budget amount of £6,000 covers one year from the date of the MP's election. £3,377.62 covered the spend for 2015-16, and the remaining £2,622.38 was available to spend in 2016-17, until 7th May 2016.",0,2622.38,0,,0,0,159275.21,27885,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of three dependants",27885,0,0,17875.78,0,0,45760.78,205035.99,4474
Khalid Mahmood,"Birmingham, Perry Barr BC",23450,Standard non-London area budget,14417.67,9032.33,170245.36,"Standard non-London area budget, plus an uplift of £28,845.36 agreed following an application to IPSA",170245.36,0.00,0,,0,0,0,,0,0,184663.03,16116.5,"Standard London area budget for seven months, plus £4,094.00 in hotel costs",16110.69,5.81,0,7453.55,0,0,23564.24,208227.27,1392
Kirsten Oswald,East Renfrewshire CC,23450,Standard non-London area budget,15663.7,7786.3,141400,Standard non-London area budget,139083.50,2316.50,0,,0,0,0,,0,0,154747.20,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",22069.63,3390.37,0,28946.56,0,0,51016.19,205763.39,4413
Kirsty Blackman,Aberdeen North BC,23450,Standard non-London area budget,20152.486,3297.514,141400,Standard non-London area budget,139382.28,2017.72,0,,0,0,0,,0,0,159534.77,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",25083.98,376.02,0,14802.08,0,0,39886.06,199420.83,4357
Kit Malthouse,North West Hampshire CC,23450,Standard non-London area budget,14789.384,8660.616,141400,Standard non-London area budget,141213.72,186.28,3104.16,"The full budget amount of £6,000 covers one year from the date of the MP's election. £2,895.84 covered the spend for 2015-16, and the remaining £3,104.16 was available to spend in 2016-17, until 7th May 2016.",428.36,2675.8,0,,0,0,156431.46,19060,"Standard budget for renting a property in Constituency Band B, plus an uplift to cover the cost of two dependants",17477.06,1582.94,0,3112.35,0,0,20589.41,177020.87,4495
Kris Hopkins,Keighley CC,23450,Standard non-London area budget,22253.48,1196.52,141400,Standard non-London area budget,138352.05,3047.95,0,,0,0,0,,0,0,160605.53,20610,Standard budget for renting a property in the London area,20315.1,294.9,0,9431.44,0,0,29746.54,190352.07,4043
Kwasi Kwarteng,Spelthorne BC,26100,Standard London area budget,6722.766,19377.234,148500,Standard London area budget,107711.83,40788.17,0,,0,0,0,,0,0,114434.60,0,,0,0,0,183.69,0,0,183.69,114618.29,4134
Laurence Robertson,Tewkesbury CC,23450,Standard non-London area budget,14295.86521,9154.13479,141400,Standard non-London area budget,118664.37,22735.63,0,,0,0,0,,0,0,132960.24,20610,Standard budget for renting a property in the London area,19897.08,712.92,0,10731.67,0,0,30628.75,163588.99,253
Liam Byrne,"Birmingham, Hodge Hill BC",23450,Standard non-London area budget,22549.89,900.11,141400,Standard non-London area budget,141400.00,0.00,0,,0,0,0,,0,0,163949.89,16654.59,"Standard London area budget for two months, plus an uplift for three dependants for two months, and £12,007.09 in hotel costs",15844.89,809.7,0,14240.74,0,0,30085.63,194035.52,1171
Liam Fox,North Somerset CC,23450,Standard non-London area budget,6118.95,17331.05,141400,Standard non-London area budget,115298.28,26101.72,0,,0,0,0,,0,0,121417.23,20610,Standard budget for renting a property in the London area,20610,0,0,875.7,0,0,21485.7,142902.93,223
Lilian Greenwood,Nottingham South BC,23450,Standard non-London area budget,22617.3,832.7,141400,Standard non-London area budget,140732.24,667.76,0,,0,0,0,,0,0,163349.54,25864.16,"Standard London area budget, plus an uplift for two dependants for ten months and three dependants for two months",19599.96,6264.2,0,7734.63,0,0,27334.59,190684.13,4029
Lindsay Hoyle,Chorley CC,23450,Standard non-London area budget,21865.14,1584.86,142191.61,"Standard non-London area budget, plus an uplift of £791.61 for staff absence",142151.92,39.69,0,,0,0,0,,0,0,164017.06,20610,Standard budget for renting a property in the London area,20610,0,0,21069,0,0,41679,205696.06,467
Lisa Cameron,"East Kilbride, Strathaven and Lesmahagow CC",23450,Standard non-London area budget,23450,0,143112.62,"Standard non-London area budget plus an uplift of £1,712.62 for staff absence",138288.48,4824.14,0,,0,0,0,,0,0,161738.48,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",25449.96,10.04,0,29597.07,0,0,55047.03,216785.51,4412
Lisa Nandy,Wigan CC,23450,Standard non-London area budget,23355.146,94.854,165223.05,"Standard non-London area budget, plus an uplift of £12,226.62 for staff absence, and additional uplifts of £11,596.43 agreed further to an application to IPSA.",163369.81,1853.24,0,,0,0,0,,0,0,186724.96,23035,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",22302.14,732.86,0,10385.2,0,1160.9,33848.24,220573.20,4082
Liz Kendall,Leicester West BC,23450,Standard non-London area budget,22938.682,511.318,141400,Standard non-London area budget,126747.49,14652.51,0,,0,0,0,,0,0,149686.17,20610,Standard budget for renting a property in the London area,20152.4,457.6,0,6531.89,0,0,26684.29,176370.46,4026
Liz Saville-Roberts,Dwyfor Meirionnydd CC,23450,Standard non-London area budget,22279.44,1170.56,141400,Standard non-London area budget,135504.96,5895.04,3468.38,"The full budget amount of £6,000 covers one year from the date of the MP's election. £2,531.62 covered the spend for 2015-16, and the remaining £3,468.38 was available to spend in 2016-17, until 7th May 2016.",0,3468.38,0,,0,0,157784.40,20610,Standard budget for renting a property in the London area,19904.29,705.71,0,11094.48,0,0,30998.77,188783.17,4521
Louise Ellman,"Liverpool, Riverside BC",23450,Standard non-London area budget,22581.378,868.622,141400,Standard non-London area budget,141082.13,317.87,0,,0,0,0,,0,0,163663.51,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),4947.79,3902.21,0,6386.74,0,0,11334.53,174998.04,484
Louise Haigh,"Sheffield, Heeley BC",23450,Standard non-London area budget,22327.798,1122.202,142568.73,"Standard non-London area budget, plus an uplift of £1,168.73 for staff absence",138926.76,3641.97,853.94,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,146.06 covered the spend for 2015-16, and the remaining £853.94 was available to spend in 2016-17, until 7th May 2016.",0,853.94,0,,0,0,161254.56,20610,Standard budget for renting a property in the London area,17622.11,2987.89,0,5377.01,0,0,22999.12,184253.68,4473
Luciana Berger,"Liverpool, Wavertree BC",23450,Standard non-London area budget,21361.18,2088.82,141400,Standard non-London area budget,139998.62,1401.38,0,,0,0,0,,0,0,161359.80,21620.44,"Standard London area budget, plus an uplift for one dependant for five months",17844.03,3776.41,0,8052.67,0,1864.92,27761.62,189121.42,4036
Lucy Allan,Telford BC,23450,Standard non-London area budget,21175.73,2274.27,141400,Standard non-London area budget,124276.02,17123.98,0,,0,0,0,,0,0,145451.75,13785,"Standard budget for renting a property in Constituency Band D, plus an uplift to cover the cost of one dependant",10690.28,3094.72,0,7075.32,0,0,17765.6,163217.35,4411
Lucy Frazer,South East Cambridgeshire CC,23450,Standard non-London area budget,15418.596,8031.404,141400,Standard non-London area budget,116239.13,25160.87,3282.18,"The full budget amount of £6,000 covers one year from the date of the MP's election. £2,717.82 covered the spend for 2015-16, and the remaining £3,282.18 was available to spend in 2016-17, until 7th May 2016.",0,3282.18,0,,0,0,131657.73,0,,0,0,0,791,0,0,791,132448.73,4517
Lucy Powell,Manchester Central BC,23450,Standard non-London area budget,23082.64,367.36,141400,Standard non-London area budget,139254.84,2145.16,0,,0,0,0,,0,0,162337.48,0,,0,0,0,7718,0,0,7718,170055.48,4263
Luke Hall,Thornbury and Yate CC,23450,Standard non-London area budget,22120.744,1329.256,141400,Standard non-London area budget,132889.88,8510.12,2304.44,"The full budget amount of £6,000 covers one year from the date of the MP's election. £3,695.56 covered the spend for 2015-16, and the remaining £2,304.44 was available to spend in 2016-17, until 7th May 2016.",2193.94,110.5,0,,0,0,157204.56,19725,"Standard London area budget for ten months, plus £2,550.00 in hotel costs",19511.6,213.4,0,6348.35,0,0,25859.95,183064.51,4450
Lyn Brown,West Ham BC,26100,Standard London area budget,22316.134,3783.866,148500,Standard London area budget,145606.82,2893.18,0,,0,0,0,,0,0,167922.95,0,,0,0,0,137.7,0,0,137.7,168060.65,1583
Madeleine Moon,Bridgend CC,23450,Standard non-London area budget,19083.522,4366.478,141400,Standard non-London area budget,133547.64,7852.36,0,,0,0,0,,0,0,152631.16,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),1907.76,6942.24,0,6121.5,0,0,8029.26,160660.42,1490
Maggie Throup,Erewash CC,23450,Standard non-London area budget,23450,0,141400,Standard non-London area budget,117153.63,24246.37,2874.51,"The full budget amount of £6,000 covers one year from the date of the MP's election. £3,125.49 covered the spend for 2015-16, and the remaining £2,874.51 was available to spend in 2016-17, until 7th May 2016.",129.98,2744.53,0,,0,0,140733.61,20610,Standard budget for renting a property in the London area,20170.88,439.12,0,6764.26,0,0,26935.14,167668.75,4447
Marcus Fysh,Yeovil CC,24918.8,"Standard non-London area budget, plus an uplift of £1,468.80 agreed following an application to IPSA",23448.89,1469.91,141400,Standard non-London area budget,128031.53,13368.47,6000,Standard budget,6000,0,0,,0,0,157480.42,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",25071.37,388.63,0,7829.13,0,346,33246.5,190726.92,4446
Marcus Jones,Nuneaton CC,23450,Standard non-London area budget,15521.87397,7928.12603,141400,Standard non-London area budget,123217.08,18182.92,0,,0,0,0,,0,0,138738.95,20610,Standard budget for renting a property in the London area,20557.71,52.29,0,5183.55,0,0,25741.26,164480.21,4024
Margaret Beckett,Derby South BC,23450,Standard non-London area budget,6291.63,17158.37,141400,Standard non-London area budget,141400.00,0.00,0,,0,0,0,,0,0,147691.63,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),8204.79,645.21,0,5488.1,0,0,13692.89,161384.52,328
Margaret Ferrier,Rutherglen and Hamilton West BC,23450,Standard non-London area budget,19422.65699,4027.343014,141400,Standard non-London area budget,113512.40,27887.60,727.1,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,272.90 covered the spend for 2015-16, and the remaining £727.10 was available to spend in 2016-17, until 7th May 2016.",0,727.1,0,,0,0,132935.06,21355,"Standard London area budget, plus £745.00 in hotel costs",21355,0,0,14548.82,0,0,35903.82,168838.88,4386
Margaret Greenwood,Wirral West CC,23450,Standard non-London area budget,20883.46,2566.54,141400,Standard non-London area budget,110050.68,31349.32,5564.39,"The full budget amount of £6,000 covers one year from the date of the MP's election. £435.61 covered the spend for 2015-16, and the remaining £5,564.39 was available to spend in 2016-17, until 7th May 2016.",0,5564.39,0,,0,0,130934.14,20610,Standard budget for renting a property in the London area,20008.61,601.39,0,4753.32,0,0,24761.93,155696.07,4400
